RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,BaseDate,2023-04-30,2023-06-30,2024-03-31
66636,32220,20791,zip,MD,MD,Temple Hills,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,2023-03-31,0.4,0.3,-1.6
66637,32220,20792,zip,MD,MD,Upper Marlboro,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,2023-03-31,0.4,0.3,-1.6
66639,32220,20797,zip,MD,MD,Laurel,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,2023-03-31,0.4,0.3,-1.6
66640,32220,20799,zip,MD,MD,Capitol Heights,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,2023-03-31,0.4,0.3,-1.6
66641,32220,20810,zip,MD,MD,Bethesda,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2023-03-31,0.4,0.3,-1.6
66642,32220,20811,zip,MD,MD,Bethesda,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2023-03-31,0.4,0.3,-1.6
66644,32220,20813,zip,MD,MD,Bethesda,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2023-03-31,0.4,0.3,-1.6
66650,32220,20824,zip,MD,MD,Bethesda,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2023-03-31,0.4,0.3,-1.6
66651,32220,20825,zip,MD,MD,Chevy Chase,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2023-03-31,0.4,0.3,-1.6
66652,32220,20827,zip,MD,MD,Bethesda,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2023-03-31,0.4,0.3,-1.6
